Year,Value
1990.0,0.35
1991.0,-1.44
1992.0,-4.54
1993.0,0.28
1994.0,2.74
1995.0,-0.02
1996.0,3.98
1997.0,4.99
1998.0,6.23
1999.0,2.76
2000.0,3.5
2001.0,2.59
2002.0,-0.32
2003.0,1.54
2004.0,6.59
2005.0,4.94
2006.0,3.36
2007.0,6.0
2008.0,-0.34
2009.0,-7.64
2010.0,-2.45
2011.0,1.53
2012.0,0.52
2013.0,3.57
2014.0,0.56
2015.0,3.36
2016.0,4.83
2017.0,1.78
2018.0,2.12
2019.0,0.19
2020.0,-8.7
2021.0,2.8
2022.0,4.6
,
